video,label,block_type,start_frame,end_frame,source
C021_A21_SY17_P01_S01_01DBS.mp4,N1,normal,3200,3597,AIHub
C021_A20_SY15_P01_S06_02DAS.mp4,N1,normal,0,269,AIHub
C021_A20_SY15_P01_S06_02DAS.mp4,A20,action,1800,3394,AIHub
C021_A20_SY15_P01_S06_02DAS.mp4,N1,normal,3395,3597,AIHub
C021_A18_SY15_P01_S06_02DBS.mp4,N1,normal,0,99,AIHub
C021_A18_SY15_P01_S06_02DBS.mp4,A18,action,1650,3399,AIHub
C021_A18_SY15_P01_S06_02DBS.mp4,N1,normal,3400,3597,AIHub
C021_A20_SY17_P07_S07_01DAS.mp4,N1,normal,0,336,AIHub
C021_A20_SY17_P07_S07_01DAS.mp4,A20,action,1855,3455,AIHub
C021_A20_SY17_P07_S07_01DAS.mp4,N1,normal,3456,3597,AIHub
C021_A18_SY16_P01_S12_01NBS.mp4,N1,normal,0,228,AIHub
C021_A18_SY16_P01_S12_01NBS.mp4,A18,action,1665,3243,AIHub
C021_A18_SY16_P01_S12_01NBS.mp4,N1,normal,3244,3597,AIHub
C021_A20_SY16_P07_S08_01DAS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P07_S08_01DAS.mp4,A20,action,1678,3299,AIHub
C021_A20_SY16_P07_S08_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A18_SY16_P01_S06_01DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY16_P01_S06_01DBS.mp4,A18,action,1949,3299,AIHub
C021_A18_SY16_P01_S06_01DBS.mp4,N1,normal,3300,3597,AIHub
C021_A17_SY15_P01_S11_01DBS.mp4,N1,normal,0,229,AIHub
C021_A17_SY15_P01_S11_01DBS.mp4,A17,action,1700,3349,AIHub
C021_A17_SY15_P01_S11_01DBS.mp4,N1,normal,3350,3597,AIHub
C021_A21_SY17_P07_S03_01DBS.mp4,N1,normal,0,359,AIHub
C021_A21_SY17_P07_S03_01DBS.mp4,A21,action,1837,3330,AIHub
C021_A21_SY17_P07_S03_01DBS.mp4,N1,normal,3331,3597,AIHub
C021_A20_SY16_P07_S02_01DAS.mp4,N1,normal,0,350,AIHub
C021_A20_SY16_P07_S02_01DAS.mp4,A20,action,2101,3300,AIHub
C021_A20_SY16_P07_S02_01DAS.mp4,N1,normal,3301,3596,AIHub
C021_A21_SY15_P07_B03_01DAS.mp4,N1,normal,0,109,AIHub
C021_A21_SY15_P07_B03_01DAS.mp4,A21,action,1900,3399,AIHub
C021_A21_SY15_P07_B03_01DAS.mp4,N1,normal,3400,3597,AIHub
C021_A18_SY15_P07_S13_02NBS.mp4,N1,normal,0,138,AIHub
C021_A18_SY15_P07_S13_02NBS.mp4,A18,action,1748,3415,AIHub
C021_A18_SY15_P07_S13_02NBS.mp4,N1,normal,3416,3600,AIHub
C021_A20_SY15_P01_B02_02DBS.mp4,N01,normal,0,199,AIHub
C021_A20_SY15_P01_B02_02DBS.mp4,A20,action,1650,3219,AIHub
C021_A20_SY15_P01_B02_02DBS.mp4,N1,normal,3220,3597,AIHub
C021_A20_SY16_P01_S02_02DBS.mp4,N1,normal,0,290,AIHub
C021_A20_SY16_P01_S02_02DBS.mp4,A20,action,1921,3380,AIHub
C021_A20_SY16_P01_S02_02DBS.mp4,N1,normal,3381,3597,AIHub
C021_A18_SY16_P07_S13_01NAS.mp4,N1,normal,0,202,AIHub
C021_A18_SY16_P07_S13_01NAS.mp4,A18,action,1645,3225,AIHub
C021_A18_SY16_P07_S13_01NAS.mp4,N1,normal,3226,3600,AIHub
C021_A20_SY15_P07_B02_02DAS.mp4,N1,normal,0,349,AIHub
C021_A20_SY15_P07_B02_02DAS.mp4,A20,action,1800,3459,AIHub
C021_A20_SY15_P07_B02_02DAS.mp4,N01,normal,3460,3596,AIHub
C021_A18_SY15_P07_S03_01DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P07_S03_01DAS.mp4,A18,action,1800,3399,AIHub
C021_A18_SY15_P07_S03_01DAS.mp4,N1,normal,3400,3597,AIHub
C021_A19_SY15_P01_B09_01DAS.mp4,N1,normal,0,299,AIHub
C021_A19_SY15_P01_B09_01DAS.mp4,A19,action,1820,3449,AIHub
C021_A19_SY15_P01_B09_01DAS.mp4,N1,normal,3450,3597,AIHub
C021_A18_SY15_P07_S14_01DBS.mp4,N1,normal,0,338,AIHub
C021_A18_SY15_P07_S14_01DBS.mp4,A18,action,1906,3381,AIHub
C021_A18_SY15_P07_S14_01DBS.mp4,N1,normal,3382,3600,AIHub
C021_A19_SY15_P01_B08_01DAS.mp4,N1,normal,0,299,AIHub
C021_A19_SY15_P01_B08_01DAS.mp4,A19,action,1766,3399,AIHub
C021_A19_SY15_P01_B08_01DAS.mp4,N1,normal,3400,3597,AIHub
C021_A20_SY17_P07_S06_02DBS.mp4,N1,normal,0,321,AIHub
C021_A20_SY17_P07_S06_02DBS.mp4,A20,action,1816,3316,AIHub
C021_A20_SY17_P07_S06_02DBS.mp4,N1,normal,3317,3597,AIHub
C021_A20_SY16_P07_S10_01DBS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P07_S10_01DBS.mp4,A20,action,1888,3299,AIHub
C021_A20_SY16_P07_S10_01DBS.mp4,N1,normal,3300,3597,AIHub
C021_A21_SY16_P07_S14_01DBS.mp4,N1,normal,0,309,AIHub
C021_A21_SY16_P07_S14_01DBS.mp4,A21,action,1745,3389,AIHub
C021_A21_SY16_P07_S14_01DBS.mp4,N1,normal,3390,3600,AIHub
C021_A19_SY17_P01_S01_01DBS.mp4,N1,normal,0,300,AIHub
C021_A19_SY17_P01_S01_01DBS.mp4,A19,action,1801,3300,AIHub
C021_A19_SY17_P01_S01_01DBS.mp4,N1,normal,3301,3597,AIHub
C021_A17_SY16_P01_S01_01DAS.mp4,N1,normal,0,349,AIHub
C021_A17_SY16_P01_S01_01DAS.mp4,A17,action,1850,3299,AIHub
C021_A17_SY16_P01_S01_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY15_P07_B12_02NAS.mp4,N1,normal,0,219,AIHub
C021_A20_SY15_P07_B12_02NAS.mp4,A20,action,1780,3279,AIHub
C021_A20_SY15_P07_B12_02NAS.mp4,N1,normal,3280,3601,AIHub
C021_A20_SY16_P01_S10_02DBS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P01_S10_02DBS.mp4,A20,action,1936,3299,AIHub
C021_A20_SY16_P01_S10_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY17_P07_S06_01DAS.mp4,N1,normal,0,381,AIHub
C021_A20_SY17_P07_S06_01DAS.mp4,A20,action,1813,3343,AIHub
C021_A20_SY17_P07_S06_01DAS.mp4,N1,normal,3344,3597,AIHub
C021_A18_SY15_P01_S13_01NAS.mp4,N1,normal,0,414,AIHub
C021_A18_SY15_P01_S13_01NAS.mp4,A18,action,1923,3499,AIHub
C021_A18_SY15_P01_S13_01NAS.mp4,N1,normal,3500,3603,AIHub
C021_A17_SY15_P07_S08_01DAS.mp4,N1,normal,0,269,AIHub
C021_A17_SY15_P07_S08_01DAS.mp4,A17,action,1700,3299,AIHub
C021_A17_SY15_P07_S08_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A19_SY16_P07_B06_01DBS.mp4,A19,action,1400,3199,AIHub
C021_A19_SY16_P07_B06_01DBS.mp4,N1,normal,3200,3597,AIHub
C021_A20_SY16_P07_S11_01DAS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P07_S11_01DAS.mp4,A20,action,1920,3299,AIHub
C021_A20_SY16_P07_S11_01DAS.mp4,N1,normal,3300,3600,AIHub
C021_A20_SY16_P07_S10_01DAS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P07_S10_01DAS.mp4,A20,action,1946,3299,AIHub
C021_A20_SY16_P07_S10_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A21_SY16_P07_S12_01NBS.mp4,N1,normal,0,189,AIHub
C021_A21_SY16_P07_S12_01NBS.mp4,A21,action,1700,3329,AIHub
C021_A21_SY16_P07_S12_01NBS.mp4,N1,normal,3330,3600,AIHub
C021_A20_SY15_P01_B09_01DBS.mp4,N1,normal,0,249,AIHub
C021_A20_SY15_P01_B09_01DBS.mp4,A20,action,1750,3369,AIHub
C021_A20_SY15_P01_B09_01DBS.mp4,N1,normal,3370,3597,AIHub
C021_A18_SY16_P07_S07_02DBS.mp4,N1,normal,0,375,AIHub
C021_A18_SY16_P07_S07_02DBS.mp4,A18,action,1860,3341,AIHub
C021_A18_SY16_P07_S07_02DBS.mp4,N1,normal,3342,3597,AIHub
C021_A18_SY16_P07_S10_03DBS.mp4,N1,normal,0,327,AIHub
C021_A18_SY16_P07_S10_03DBS.mp4,A18,action,1801,3399,AIHub
C021_A18_SY16_P07_S10_03DBS.mp4,N1,normal,3400,3597,AIHub
C021_A21_SY16_P07_B08_01DBS.mp4,N1,normal,0,299,AIHub
C021_A21_SY16_P07_B08_01DBS.mp4,A21,action,1780,3349,AIHub
C021_A21_SY16_P07_B08_01DBS.mp4,N1,normal,3350,3597,AIHub
C021_A20_SY17_P07_S01_01DBS.mp4,N1,normal,0,666,AIHub
C021_A20_SY17_P07_S01_01DBS.mp4,A20,action,2036,3469,AIHub
C021_A20_SY17_P07_S01_01DBS.mp4,N1,normal,3470,3597,AIHub
C021_A19_SY16_P01_B08_01DBS.mp4,N1,normal,0,199,AIHub
C021_A19_SY16_P01_B08_01DBS.mp4,A19,action,1710,3349,AIHub
C021_A19_SY16_P01_B08_01DBS.mp4,N1,normal,3350,3597,AIHub
C021_A18_SY16_P07_S06_01DAS.mp4,N1,normal,0,314,AIHub
C021_A18_SY16_P07_S06_01DAS.mp4,A18,action,1780,3323,AIHub
C021_A18_SY16_P07_S06_01DAS.mp4,N1,normal,3324,3597,AIHub
C021_A18_SY15_P07_S11_02NAS.mp4,N1,normal,0,330,AIHub
C021_A18_SY15_P07_S11_02NAS.mp4,A18,action,1754,3337,AIHub
C021_A18_SY15_P07_S11_02NAS.mp4,N1,normal,3338,3600,AIHub
C021_A18_SY16_P01_S08_02DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY16_P01_S08_02DAS.mp4,A18,action,1756,3299,AIHub
C021_A18_SY16_P01_S08_02DAS.mp4,N1,normal,3300,3597,AIHub
C021_A18_SY15_P07_S09_03DAS.mp4,N1,normal,0,238,AIHub
C021_A18_SY15_P07_S09_03DAS.mp4,A18,action,1680,3409,AIHub
C021_A18_SY15_P07_S09_03DAS.mp4,N1,normal,3410,3597,AIHub
C021_A17_SY15_P01_S02_01DBS.mp4,N1,normal,0,99,AIHub
C021_A17_SY15_P01_S02_01DBS.mp4,A17,action,1600,3099,AIHub
C021_A17_SY15_P01_S02_01DBS.mp4,N1,normal,3100,3597,AIHub
C021_A21_SY15_P01_B07_01DBS.mp4,N1,normal,0,299,AIHub
C021_A21_SY15_P01_B07_01DBS.mp4,A21,action,1800,3439,AIHub
C021_A21_SY15_P01_B07_01DBS.mp4,N1,normal,3440,3597,AIHub
C021_A19_SY15_P07_B08_02DBS.mp4,N1,normal,0,399,AIHub
C021_A19_SY15_P07_B08_02DBS.mp4,A19,action,1892,3469,AIHub
C021_A19_SY15_P07_B08_02DBS.mp4,N1,normal,3470,3597,AIHub
C021_A20_SY17_P07_S01_02DAS.mp4,N1,normal,0,666,AIHub
C021_A20_SY17_P07_S01_02DAS.mp4,A20,action,2036,3469,AIHub
C021_A20_SY17_P07_S01_02DAS.mp4,N1,normal,3470,3596,AIHub
C021_A18_SY17_P01_S01_02DAS.mp4,N1,normal,0,140,AIHub
C021_A18_SY17_P01_S01_02DAS.mp4,A18,action,1651,3170,AIHub
C021_A18_SY17_P01_S01_02DAS.mp4,N1,normal,3171,3597,AIHub
C021_A19_SY15_P01_S13_01NBS.mp4,N1,normal,0,311,AIHub
C021_A19_SY15_P01_S13_01NBS.mp4,A19,action,1838,3388,AIHub
C021_A19_SY15_P01_S13_01NBS.mp4,N1,normal,3389,3597,AIHub
C021_A18_SY16_P07_S03_02DAS.mp4,N1,normal,0,340,AIHub
C021_A18_SY16_P07_S03_02DAS.mp4,A18,action,1721,3550,AIHub
C021_A18_SY16_P07_S03_02DAS.mp4,N1,normal,3551,3597,AIHub
C021_A21_SY15_P07_S14_01DAS.mp4,N1,normal,0,359,AIHub
C021_A21_SY15_P07_S14_01DAS.mp4,A21,action,1840,3469,AIHub
C021_A21_SY15_P07_S14_01DAS.mp4,N1,normal,3470,3600,AIHub
C021_A20_SY17_P07_S06_01DBS.mp4,N1,normal,0,343,AIHub
C021_A20_SY17_P07_S06_01DBS.mp4,A20,action,1807,3312,AIHub
C021_A20_SY17_P07_S06_01DBS.mp4,N1,normal,3313,3597,AIHub
C021_A18_SY16_P07_S13_03NBS.mp4,N1,normal,0,228,AIHub
C021_A18_SY16_P07_S13_03NBS.mp4,A18,action,1729,3343,AIHub
C021_A18_SY16_P07_S13_03NBS.mp4,N1,normal,3344,3600,AIHub
C021_A20_SY15_P07_B07_01DBS.mp4,N1,normal,0,279,AIHub
C021_A20_SY15_P07_B07_01DBS.mp4,A20,action,1875,3349,AIHub
C021_A20_SY15_P07_B07_01DBS.mp4,N1,normal,3350,3598,AIHub
C021_A19_SY15_P01_B07_01DAS.mp4,N1,normal,0,299,AIHub
C021_A19_SY15_P01_B07_01DAS.mp4,A19,action,1760,3399,AIHub
C021_A19_SY15_P01_B07_01DAS.mp4,N1,normal,3400,3597,AIHub
C021_A18_SY15_P01_S03_01NBS.mp4,N1,normal,0,149,AIHub
C021_A18_SY15_P01_S03_01NBS.mp4,A18,action,1700,3249,AIHub
C021_A18_SY15_P01_S03_01NBS.mp4,N1,normal,3250,3597,AIHub
C021_A17_SY15_P01_S13_01NBS.mp4,N1,normal,0,364,AIHub
C021_A17_SY15_P01_S13_01NBS.mp4,A17,action,1707,3450,AIHub
C021_A17_SY15_P01_S13_01NBS.mp4,N1,normal,3451,3597,AIHub
C021_A19_SY15_P01_B01_01DBS.mp4,A19,action,1950,3399,AIHub
C021_A19_SY15_P01_B01_01DBS.mp4,N1,normal,3400,3597,AIHub
C021_A17_SY15_P01_S03_01NBS.mp4,N1,normal,0,299,AIHub
C021_A17_SY15_P01_S03_01NBS.mp4,A17,action,1700,3299,AIHub
C021_A17_SY15_P01_S03_01NBS.mp4,N1,normal,3300,3597,AIHub
C021_A18_SY15_P07_S08_03DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P07_S08_03DAS.mp4,A18,action,1820,3299,AIHub
C021_A18_SY15_P07_S08_03DAS.mp4,N1,normal,3300,3597,AIHub
C021_A19_SY16_P07_B08_01DAS.mp4,N1,normal,0,219,AIHub
C021_A19_SY16_P07_B08_01DAS.mp4,A19,action,1570,3209,AIHub
C021_A19_SY16_P07_B08_01DAS.mp4,N1,normal,3210,3597,AIHub
C021_A18_SY15_P01_S01_02DBS.mp4,N1,normal,0,449,AIHub
C021_A18_SY15_P01_S01_02DBS.mp4,A18,action,1950,3499,AIHub
C021_A18_SY15_P01_S01_02DBS.mp4,N1,normal,3500,3597,AIHub
C021_A21_SY15_P07_B07_01DAS.mp4,N1,normal,0,179,AIHub
C021_A21_SY15_P07_B07_01DAS.mp4,A21,action,1814,3269,AIHub
C021_A21_SY15_P07_B07_01DAS.mp4,N1,normal,3270,3598,AIHub
C021_A17_SY15_P07_S03_01DBS.mp4,N1,normal,0,279,AIHub
C021_A17_SY15_P07_S03_01DBS.mp4,A17,action,1730,3499,AIHub
C021_A17_SY15_P07_S03_01DBS.mp4,N1,normal,3500,3597,AIHub
C021_A19_SY15_P07_B02_02DAS.mp4,N1,normal,0,349,AIHub
C021_A19_SY15_P07_B02_02DAS.mp4,A19,action,1850,3399,AIHub
C021_A19_SY15_P07_B02_02DAS.mp4,N01,normal,3400,3596,AIHub
C021_A21_SY16_P07_B07_02DBS.mp4,N0,normal,0,300,AIHub
C021_A21_SY16_P07_B07_02DBS.mp4,A21,action,1800,3300,AIHub
C021_A21_SY16_P07_B07_02DBS.mp4,N0,normal,3300,3598,AIHub
C021_A19_SY15_P01_B04_01DAS.mp4,N1,normal,0,209,AIHub
C021_A19_SY15_P01_B04_01DAS.mp4,A19,action,1710,3269,AIHub
C021_A19_SY15_P01_B04_01DAS.mp4,N1,normal,3270,3597,AIHub
C021_A21_SY15_P01_B06_01DAS.mp4,N1,normal,0,229,AIHub
C021_A21_SY15_P01_B06_01DAS.mp4,A21,action,1760,3299,AIHub
C021_A21_SY15_P01_B06_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A17_SY15_P07_S03_01DAS.mp4,N1,normal,0,349,AIHub
C021_A17_SY15_P07_S03_01DAS.mp4,A17,action,1800,3597,AIHub
C021_A17_SY15_P01_S06_01DBS.mp4,N1,normal,0,89,AIHub
C021_A17_SY15_P01_S06_01DBS.mp4,A17,action,1600,3199,AIHub
C021_A17_SY15_P01_S06_01DBS.mp4,N1,normal,3200,3597,AIHub
C021_A18_SY16_P07_S09_01DAS.mp4,N1,normal,0,351,AIHub
C021_A18_SY16_P07_S09_01DAS.mp4,A18,action,1825,3378,AIHub
C021_A18_SY16_P07_S09_01DAS.mp4,N1,normal,3379,3597,AIHub
C021_A18_SY15_P07_S01_02DBS.mp4,N1,normal,0,365,AIHub
C021_A18_SY15_P07_S01_02DBS.mp4,A18,action,1920,3306,AIHub
C021_A18_SY15_P07_S01_02DBS.mp4,N1,normal,3307,3596,AIHub
C021_A17_SY15_P01_S05_01DAS.mp4,N1,normal,0,309,AIHub
C021_A17_SY15_P01_S05_01DAS.mp4,A17,action,1800,3389,AIHub
C021_A17_SY15_P01_S05_01DAS.mp4,N1,normal,3390,3597,AIHub
C021_A18_SY16_P07_S10_02DBS.mp4,N1,normal,0,323,AIHub
C021_A18_SY16_P07_S10_02DBS.mp4,A18,action,1737,3408,AIHub
C021_A18_SY16_P07_S10_02DBS.mp4,N1,normal,3409,3597,AIHub
C021_A18_SY15_P07_S01_03DBS.mp4,N1,normal,0,310,AIHub
C021_A18_SY15_P07_S01_03DBS.mp4,A18,action,1907,3461,AIHub
C021_A18_SY15_P07_S01_03DBS.mp4,N1,normal,3462,3597,AIHub
C021_A18_SY15_P07_S12_01NAS.mp4,N1,normal,0,193,AIHub
C021_A18_SY15_P07_S12_01NAS.mp4,A18,action,1802,3464,AIHub
C021_A18_SY15_P07_S12_01NAS.mp4,N1,normal,3465,3600,AIHub
C021_A18_SY15_P07_S09_02DAS.mp4,N1,normal,0,329,AIHub
C021_A18_SY15_P07_S09_02DAS.mp4,A18,action,1800,3299,AIHub
C021_A18_SY15_P07_S09_02DAS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY16_P01_S05_02DBS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P01_S05_02DBS.mp4,A20,action,1868,3299,AIHub
C021_A20_SY16_P01_S05_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY15_P07_S14_01DAS.mp4,N1,normal,0,289,AIHub
C021_A20_SY15_P07_S14_01DAS.mp4,A20,action,1780,3379,AIHub
C021_A20_SY15_P07_S14_01DAS.mp4,N1,normal,3380,3600,AIHub
C021_A20_SY16_P07_S14_01DAS.mp4,N1,normal,0,169,AIHub
C021_A20_SY16_P07_S14_01DAS.mp4,A20,action,1770,3339,AIHub
C021_A20_SY16_P07_S14_01DAS.mp4,N1,normal,3340,3600,AIHub
C021_A17_SY15_P01_S07_01DBS.mp4,N1,normal,0,149,AIHub
C021_A17_SY15_P01_S07_01DBS.mp4,A17,action,1650,3269,AIHub
C021_A17_SY15_P01_S07_01DBS.mp4,N1,normal,3270,3597,AIHub
C021_A19_SY15_P07_S02_02DBS.mp4,N1,normal,0,300,AIHub
C021_A19_SY15_P07_S02_02DBS.mp4,A19,action,1801,3300,AIHub
C021_A19_SY15_P07_S02_02DBS.mp4,N1,normal,3301,3597,AIHub
C021_A19_SY15_P07_B14_01DBS.mp4,N1,normal,0,219,AIHub
C021_A19_SY15_P07_B14_01DBS.mp4,A19,action,1720,3299,AIHub
C021_A19_SY15_P07_B14_01DBS.mp4,N1,normal,3300,3600,AIHub
C021_A18_SY16_P07_S02_01DAS.mp4,N1,normal,0,360,AIHub
C021_A18_SY16_P07_S02_01DAS.mp4,A18,action,1800,3299,AIHub
C021_A18_SY16_P07_S02_01DAS.mp4,N1,normal,3300,3596,AIHub
C021_A19_SY17_P07_S03_01DBS.mp4,N1,normal,0,399,AIHub
C021_A19_SY17_P07_S03_01DBS.mp4,A19,action,1900,3349,AIHub
C021_A19_SY17_P07_S03_01DBS.mp4,N1,normal,3350,3597,AIHub
C021_A21_SY15_P07_S14_01DBS.mp4,N1,normal,0,319,AIHub
C021_A21_SY15_P07_S14_01DBS.mp4,A21,action,1790,3409,AIHub
C021_A21_SY15_P07_S14_01DBS.mp4,N1,normal,3410,3600,AIHub
C021_A17_SY15_P01_S05_01DBS.mp4,N1,normal,0,339,AIHub
C021_A17_SY15_P01_S05_01DBS.mp4,A17,action,1830,3379,AIHub
C021_A17_SY15_P01_S05_01DBS.mp4,N1,normal,3380,3597,AIHub
C021_A18_SY15_P07_B12_01NBS.mp4,N1,normal,0,247,AIHub
C021_A18_SY15_P07_B12_01NBS.mp4,A18,action,1869,3516,AIHub
C021_A18_SY15_P07_B12_01NBS.mp4,N1,normal,3517,3600,AIHub
C021_A19_SY16_P01_S12_01NAS.mp4,N1,normal,0,296,AIHub
C021_A19_SY16_P01_S12_01NAS.mp4,A19,action,1763,3379,AIHub
C021_A19_SY16_P01_S12_01NAS.mp4,N1,normal,3380,3603,AIHub
C021_A20_SY15_P01_B11_02DBS.mp4,N1,normal,0,229,AIHub
C021_A20_SY15_P01_B11_02DBS.mp4,A20,action,1700,3369,AIHub
C021_A20_SY15_P01_B11_02DBS.mp4,N1,normal,3370,3597,AIHub
C021_A18_SY16_P01_S03_02NAS.mp4,N1,normal,0,400,AIHub
C021_A18_SY16_P01_S03_02NAS.mp4,A18,action,1891,3360,AIHub
C021_A18_SY16_P01_S03_02NAS.mp4,N1,normal,3361,3597,AIHub
C021_A18_SY15_P01_S05_01DBS.mp4,N1,normal,0,329,AIHub
C021_A18_SY15_P01_S05_01DBS.mp4,A18,action,1960,3479,AIHub
C021_A18_SY15_P01_S05_01DBS.mp4,N1,normal,3480,3597,AIHub
C021_A18_SY16_P01_S13_02NBS.mp4,N1,normal,0,331,AIHub
C021_A18_SY16_P01_S13_02NBS.mp4,A18,action,1825,3441,AIHub
C021_A18_SY16_P01_S13_02NBS.mp4,N1,normal,3442,3597,AIHub
C021_A18_SY15_P07_S08_03DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P07_S08_03DBS.mp4,A18,action,1850,3349,AIHub
C021_A18_SY15_P07_S08_03DBS.mp4,N1,normal,3350,3597,AIHub
C021_A18_SY15_P01_S08_02DBS.mp4,N1,normal,0,249,AIHub
C021_A18_SY15_P01_S08_02DBS.mp4,A18,action,1760,3399,AIHub
C021_A18_SY15_P01_S08_02DBS.mp4,N1,normal,3400,3597,AIHub
C021_A20_SY16_P01_S11_02DAS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P01_S11_02DAS.mp4,A20,action,1729,3299,AIHub
C021_A20_SY16_P01_S11_02DAS.mp4,N1,normal,3300,3597,AIHub
C021_A18_SY16_P07_S01_02DBS.mp4,N1,normal,0,250,AIHub
C021_A18_SY16_P07_S01_02DBS.mp4,A18,action,1781,3230,AIHub
C021_A18_SY16_P07_S01_02DBS.mp4,N1,normal,3231,3597,AIHub
C021_A18_SY15_P01_S05_01DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P01_S05_01DAS.mp4,A18,action,1920,3449,AIHub
C021_A18_SY15_P01_S05_01DAS.mp4,N1,normal,3450,3597,AIHub
C021_A19_SY15_P07_B01_02DAS.mp4,N1,normal,0,449,AIHub
C021_A19_SY15_P07_B01_02DAS.mp4,A19,action,2020,3499,AIHub
C021_A19_SY15_P07_B01_02DAS.mp4,N01,normal,3500,3596,AIHub
C021_A18_SY16_P01_S06_02DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY16_P01_S06_02DBS.mp4,A18,action,1834,3299,AIHub
C021_A18_SY16_P01_S06_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY16_P01_S13_02NBS.mp4,N1,normal,0,309,AIHub
C021_A20_SY16_P01_S13_02NBS.mp4,A20,action,1740,3259,AIHub
C021_A20_SY16_P01_S13_02NBS.mp4,N1,normal,3260,3598,AIHub
C021_A20_SY17_P07_S07_01DBS.mp4,N1,normal,0,300,AIHub
C021_A20_SY17_P07_S07_01DBS.mp4,A20,action,1820,3413,AIHub
C021_A20_SY17_P07_S07_01DBS.mp4,N1,normal,3414,3597,AIHub
C021_A21_SY16_P07_B01_01DBS.mp4,N1,normal,0,199,AIHub
C021_A21_SY16_P07_B01_01DBS.mp4,A21,action,1940,3459,AIHub
C021_A21_SY16_P07_B01_01DBS.mp4,N1,normal,3460,3598,AIHub
C021_A18_SY16_P07_S06_02DAS.mp4,N1,normal,0,324,AIHub
C021_A18_SY16_P07_S06_02DAS.mp4,A18,action,1783,3308,AIHub
C021_A18_SY16_P07_S06_02DAS.mp4,N1,normal,3309,3597,AIHub
C021_A18_SY16_P01_S07_01DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY16_P01_S07_01DBS.mp4,A18,action,2132,3299,AIHub
C021_A18_SY16_P01_S07_01DBS.mp4,N1,normal,3300,3597,AIHub
C021_A19_SY17_P01_S04_01DAS.mp4,N1,normal,0,454,AIHub
C021_A19_SY17_P01_S04_01DAS.mp4,A19,action,1849,3418,AIHub
C021_A19_SY17_P01_S04_01DAS.mp4,N1,normal,3419,3597,AIHub
C021_A21_SY15_P07_B01_01DBS.mp4,A21,action,1750,3379,AIHub
C021_A21_SY15_P07_B01_01DBS.mp4,N1,normal,3380,3597,AIHub
C021_A18_SY17_P07_S03_03DAS.mp4,N1,normal,0,400,AIHub
C021_A18_SY17_P07_S03_03DAS.mp4,A18,action,1951,3480,AIHub
C021_A18_SY17_P07_S03_03DAS.mp4,N1,normal,3481,3597,AIHub
C021_A18_SY16_P01_S07_02DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY16_P01_S07_02DBS.mp4,A18,action,1868,3299,AIHub
C021_A18_SY16_P01_S07_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A17_SY15_P07_S07_01DBS.mp4,N1,normal,0,330,AIHub
C021_A17_SY15_P07_S07_01DBS.mp4,A17,action,1716,3310,AIHub
C021_A17_SY15_P07_S07_01DBS.mp4,N1,normal,3311,3597,AIHub
C021_A20_SY15_P07_B10_01DAS.mp4,N1,normal,0,399,AIHub
C021_A20_SY15_P07_B10_01DAS.mp4,A20,action,1920,3478,AIHub
C021_A20_SY15_P07_B10_01DAS.mp4,N1,normal,3479,3597,AIHub
C021_A21_SY15_P01_B02_01DBS.mp4,N1,normal,0,199,AIHub
C021_A21_SY15_P01_B02_01DBS.mp4,A21,action,1680,3199,AIHub
C021_A21_SY15_P01_B02_01DBS.mp4,N1,normal,3200,3597,AIHub
C021_A18_SY15_P07_S08_02DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P07_S08_02DBS.mp4,A18,action,1650,3279,AIHub
C021_A18_SY15_P07_S08_02DBS.mp4,N1,normal,3280,3597,AIHub
C021_A18_SY17_P01_S04_02DAS.mp4,N1,normal,0,373,AIHub
C021_A18_SY17_P01_S04_02DAS.mp4,A18,action,1875,3346,AIHub
C021_A18_SY17_P01_S04_02DAS.mp4,N1,normal,3347,3597,AIHub
C021_A18_SY17_P07_S03_02DAS.mp4,N1,normal,0,340,AIHub
